བོད་ཕྱི་ནང་།,Tibetan Title,BO,EN,English Title,Author,Translator,བརྗོད་བྱ།,བསྒྱུར་གཞི།,དཔེ་སྐྲུན་ཁང་།,དཔར་ལོ།,ཤོག་གྲངས།,BDRC བརྩམས་ཆོས།,Translation Segment pairs
,རྒྱ་དཀར་ནག་གཉིས་ཀྱིས་བོད་སྨན་གྱི་ཐོབ་ཐང་རྩོད་ལེན་བྱེད་བཞིན་ཡོད།,BO8030,EN8030,China and India File Rival Claims Over Tibetan Medicine,MIKE IVES,བློ་བཟང་ཡེ་ཤེས།,,,,,,,40
,རྒྱ་ནག་གིས་འབྲུག་ལ་ཕུད་རྒྱག་བཏང་སྟེ་མའོ་ཡི་རྨི་ལམ་རྙིང་པ་བསྐྱར་སློག་རྒྱག་གི་འདུག,BO8031,EN8031,China’s Bhutan push to fulfill Mao’s old dream,Abhijit Bhattacharyya,སངས་རྒྱས་དཀོན་མཆོག,,,,,,,43
,བོད་རིཊ་ཁ་ཆེ་བས་ཀཱ་ཤི་མིར་རང་གི་ཁྱིམ་གཞིས་བཟོས་འདུག,BO8032,EN8032,The Tibetan Muslims who have made Kashmir their home,ANDREW WHITEHEAD,ཉི་མ་ཚེ་རིང་།,,,,,,,41
,གུ་ཡངས་དམངས་གཙོ་ལ་ཆག་འཇིག་ཡོང་གི་ཡོད་དམ།,BO8033,EN8033,Is There a Crisis of Liberal Democracy?,Larry Diamond ,གཅན་སྣང་བ་ཚེ་རིང་བཀྲ་ཤིས།,,,,,,,77
,བུ་མོ་སྤུན་གཉིས་ཀྱིས་རི་གཟར་རྫ་ཆུ་བརྒལ་བའི་ཤེས་ཡོན་གྱི་འགྲུལ་བཞུད།,BO8034,EN8034,"Two sisters, a mountain trek and a wobbly wire bridge",Vikas Pandey & Anna Bressanin,ཉི་མ་ཚེ་རིང་།,,,,,,,45
,ཤུལ་འཛིན། རྒྱ་ནག་གི་ཆབ་སྲིད་ཀྱི་གཙོ་གནད་ཡིག་འབྲུ།,BO8035,EN8035,Succession – The Key Word in Chinese Politics,Zheng Wang,བྱང་པ་རིག་འཛིན་ལྷུན་གྲུབ།,,,,,,,78
,སྲིད་འཛིན་གོང་མ་རྣམ་པས་ང་ཚོར་སྲུང་སྐྱོབ་ལམ་སྟོན་གནང་རོགས།,BO8036,EN8036,To the five former presidents: You can lead us to safety,Newton N. Minow,སྐལ་ལྡན།,,,,,,,31
,སྐྱབས་བཅོལ་བའི་གོད་ཆག་སྐྱབས་བཅོལ་བའི་གནད་དོན་མ་ཡིན་པར་ང་ཚོའི་གནད་དོན་ཡིན།,BO8037,EN8037,The refugee crisis isn’t about refugees. It’s about us,Ai Weiwei,སྐལ་ལྡན།,,,,,,,54
,བཟང་ཕྱོགས་ལ་དོ་སྣང་སྤྲོད་པ།,BO8038,EN8038,Keeping the Focus on the Positive,Nina Parrish,སྐལ་ལྡན།,,,,,,,33
,འཁྱག་ཞྭ་གྱོན་པའི་བུ་ཆུང་། རྒྱའི་དྲིལ་བསྒྲཊ་ལ་མཁོ་བའི་དཔའ་རྒོད།,BO8039,EN8039,China’s Propagandists Wanted a Hero. ‘Frost Boy’ Fit the Bill.,JAVIER C. HERNÁNDEZ,སྐལ་ལྡན།,,,,,,,26
,རྒྱ་ནག་དམར་ཤོག་ཚོགས་པའི་གནོན་ཤུགས་དང་ཨ་རིའི་གཙུག་ལག་སློབ་ཆེན་གྱི་ལན་འདེབས།,BO8040,EN8040,University rejects Chinese Communist Party-linked influence efforts on campus,Josh Rogin,ཚེ་རིང་དོན་གྲུབ།,,,,,,,35
,ཧྥ་རན་སིའི་སློབ་གྲྭ་ཁག་ནང་ལག་ཐོགས་ཁ་པར་བཀག་སྡོམ།,BO8041,EN8041,France grapples with whether to ban cellphones in schools,Alice Tidey,སྐལ་ལྡན།,,,,,,,25
,རིག་གསར་སྐོར་གྱི་སློབ་ཚན་གྱིས་བསྐྲུན་པའི་ཀླན་ཀ།,BO8042,EN8042,Controversy over Chinese textbook’s Cultural Revolution chapter as state publisher denies censorship,Mandy Zuo,སྐལ་ལྡན།,,,,,,,14
,ཧྥ་རན་སི་དང་རྒྱ་ནག་བར་ལྟ་དགོས་པའི་གནད་དོན་གསུམ།,BO8043,EN8043,Three things to watch out for during Emmanuel Macron’s trip to China,Liu Zhen,སྐལ་ལྡན།,,,,,,,37
,༸གོང་ས་མཆོག་ནས་གནའ་བོའི་ཤེས་རིག་གིས་འཛམ་བུ་གླིང་ཕྱུག་ཏུ་གཏོང་བའི་ཐུགས་རེ་གནང་།,BO8044,EN8044,The ancient wisdom the Dalai Lama hopes will enrich the world,Justin Rowlatt,ཁ་བ་འཚོ།,,,,,,,39
,སྤྱི་དམངས་རིང་ལུགས་ཀྱིས་རྒྱལ་སྤྱིའི་གུ་ཡངས་སྒྲིག་འཛུགས་ཀྱི་སྒྲོམ་གཞི་ལ་ཇི་ལྟར་གནོད་འཚེ་གཏོང་གི་ཡོད། ,BO8045,EN8045,How populism is poisoning the global liberal order,Francis Fukuyama,གཅན་སྣང་བ་ཚེ་རིང་བཀྲ་ཤིས།,,,,,,,36
,བོད་མི་ཚོས་དམར་ཟས་སྤོང་དགོས་མིན་ཐད་རྩོད་གཞི།,BO8046,EN8046,Tibet’s Vegetarian Debate,Holly Gayley,ཡེ་ཤེས་དོན་གྲུབ།,,,,,,,48
,ལྐོག་ཏུ་གྱུར་བའི་གསུམ་བཅུའི་དུས་དྲན་གྱི་པར་པ།,BO8047,EN8047,The Mystery of the March 10 Photographer,Jamyang Norbu,རྫ་སྲས་བདེ་ཆེན།,,,,,,,45
,པེ་ཅིང་དུ་འཆི་འདས།,BO8048,EN8048,Death in Beijing,Ananth Krishnan,ཚེ་རིང་དོན་གྲུབ།,,,,,,,26
,བོད་དོན་ཆེད་ང་ལ་སྙིང་ཁྲག་བཞུར་བཞིན་ཡོད།,BO8049,EN8049,My Heart Bleeds For Tibet – OpEd,N. S. Venkataraman,མི་གསལ།,,,,,,,65
,སྲིད་དབང་སྒེར་འཛིན་རིང་ལུགས་ཀྱི་གོམ་ཁ་གོ་ལའི་ཁྱོན་དུ་སྙེག་པ།,BO8050,EN8050,Authoritarianism Goes Global,Christopher Walker,གཅན་སྣང་བ་ཚེ་རིང་བཀྲ་ཤིས།,,,,,,,40
,༸རྒྱལ་བ་རིན་པོ་ཆེ་མཆོག་རྒྱ་ནག་རི་བོ་རྩེ་ལྔར་གནས་མཇལ་དུ་ཕེབས་འཆར་ཡོད་དམ།,BO8051,EN8051,The Tibetan 'Gangsters' in the net of Mr Zhao?,Claude Arpi,ཡེ་ཤེས་དོན་གྲུབ།,,,,,,,25
,རྒྱ་གར་གྱིས་བོད་དོན་ཐོག་ནུས་པ་ཐོན་པ་ཞིག་བྱས་ཡོད་དམ།,BO8052,EN8052,Has India done enough for Tibet’s cause?,N. S. Venkataraman ,ཡེ་ཤེས་དོན་གྲུབ།,,,,,,,59
,སངས་རྒྱས་བཅོམ་ལྡན་འདས་ཀྱིས་ཕོ་མོ་འདྲ་མཉམ་གཟིགས་ཡོད་དམ།,BO8053,EN8053,Was Buddha a Feminist?,Ana Salvá,ཡེ་ཤེས་དོན་གྲུབ།,,,,,,,51
,ཏཱ་ལའི་བླ་མའི་ཡང་སྲིད་ཀྱི་གནད་དོན་ནི་རྒྱ་དཀར་ནག་གཉིས་དབར་གྱི་འབྲེལ་ལམ་ནང་རྙོག་དྲ་གཉིས་པ་ཞིག་ཡིན།,BO8054,EN8054,The Politics of Reincarnation Will Be the Next Crisis in Sino-Indian Relations,Ranjit S Kalha,ཡེ་ཤེས་དོན་གྲུབ།,,,,,,,64
,མོ་ཌིའི་གཞུང་གིས་བོད་དོན་ “ཏག་སེ་” (Card) རྩེ་བ་ནི་ཀླེན་རྟགས་ཡིན་པ་མཁྱེན་དགོས།,BO8055,EN8055,The Modi Government Must Realise the Folly of India Playing the 'Tibet Card',P. Stobdan,ཡེ་ཤེས་དོན་གྲུབ།,,,,,,,85
,ཡར་རྒྱས་དང་སྣ་མང་རང་བཞིན་གྱི་ཕ་རོལ་ན།,BO8056,EN8056,Beyond development and diversity,Tsering Shakya,བློ་བཟང་ཡེ་ཤེས།,,,,,,,25
,ཨ་རི་དང་རྒྱ་ནག་གི་ཚོང་འབྲེལ་རྩོད་རྙོག་ཐད་ནས་ད་བར་ཅི་བྱུང་ཡོད་དམ།,BO8057,EN8057,US-China trade row: What has happened so far?,BBC,རྐ་འོད་ཟེར།,,,,,,,63
,རྒྱ་ནག་གིས་ཧི་མ་ལ་ཡའི་གཏེར་འདོན་བྱས་རྐྱེན་རྒྱ་གར་དང་དམག་འཁྲུག་གསར་པ་ཞིག་བཟོ་ཉེན་ཡོད།,BO8058,EN8058,How Chinese mining in the Himalayas may create a new military flashpoint with India,Stephen Chen,བློ་བཟང་ཡེ་ཤེས།,,,,,,,45
,བལ་པོས་རྒྱ་གར་ལས་རྒྱ་ནག་ལ་ཕྱོགས་པའི་རྨི་ལམ་དེ་མངོན་གྱུར་ཐུབ་བམ།,BO8059,EN8059,Nepal’s shift from India to China: Will it work?,GUNJAN SINGH, འཕྲིན་ལས་དབང་འདུས།,,,,,,,34
,དེང་རབས་ལོ་རྒྱུས་ནང་ཊོམ་ཕུ་སྲིད་འཛིན་གཞུང་དྲང་ཤོས་དེ་ཡིན་སྲིད།,BO8060,EN8060,Trump could be the most honest president in modern history,Marc Thiessen,པ་སངས་ཚེ་རིང་།,,,,,,,39
,ཨ་རྒྱ་གཉིས་ཀྱི་དཀའ་རྙོག་དེ་ཚོང་ལས་ཆེ་བ་ཞིག་ཡིན། ,BO8061,EN8061,China-U.S. Tensions Are Over Far More Than Trade,David Tweed,དཔལ་ལྡན་འོད་ཟེར།,,,,,,,37
,དངོས་ཁྲལ་གསར་བཟོ་བྱས་རྐྱེན་ཨ་རིས་ཚོང་གི་ཐུབ་ཚོད་གཏོང་གི་ཡོད་པའི་སྐྱོན་བརྗོད་བྱས། ,BO8062,EN8062,China  accuses  US  of  trade  bullying  as  new  tariffs  imposed,BBC,དཔལ་ལྡན་འོད་ཟེར།,,,,,,,58
,བལ་ཡུལ་ནང་རྒྱ་ནག་གི་དབང་ཤུགས་འཕེལ་བཞིན་པ།,BO8063,EN8063,Rise of China in Nepal,Kamal Dev Bhattarai,ཚེ་རིང་དོན་གྲུབ།,,,,,,,34
,༸གོང་ས་ཏཱ་ལའི་བླ་མ་མཆོག་རང་ཁྱིམ་དུ་ཕེབས་བཅུག་དགོས།,BO8064,EN8064,Let the Dalai Lama go home,Nancy Pelosi and James McGovern,ཚེ་རིང་དོན་གྲུབ།,,,,,,,38
,ཕྱི་ལོ་ ༢༠༡༨ ལོའི་རྒྱ་ནག་གི་འོས་བསྡུར་ཐེ་གཏོགས་ཐེ་ཝན་ནང་ལེགས་འགྲུབ་བྱུང་།,BO8065,EN8065,China’s interference in the 2018 elections succeeded — in Taiwan,Josh Rogin,སྐལ་བཟང་སྦྱིན་པ།,,,,,,,53
,ནེ་རུ་གཞུང་ནས་རྒྱ་ནག་གིས་བོད་ལ་བཙན་འཛུལ་བྱེད་པར་རོགས་རམ་བྱས་ཡོད་པ་རེད།,BO8066,EN8066,‘Nehru’s India helped China conquer Tibet’,Utpal Kumar,ཀླུ་མགོན།,,,,,,,37
,རྒྱལ་སྤྱིའི་མཁས་དབང་༣༠༠ ལྷག་གིས་ཡུ་གུར་གྱི་མི་རིགས་བཀག་སྡོམ་གྱི་ཐད་ནས་བསྒྲགས་གཏམ་སྤེལ་འདུག,BO8067,EN8067,Statement by Concerned Scholars on China’s Mass Detention of Turkic Minorities,,ཨ་མདོ་སྐྱབས།,,,,,,,34
,རྒྱ་ནག་ལ་མཚོན་ན་ཁ་ཆེ་ཆོས་ལུགས་དེ་བཅོས་དགོས་པའི་སེམས་ནད་ཅིག་རེད། ,BO8068,EN8068,"For China, Islam is a ‘mental illness’ that needs to be ‘cured’",Khaled A Beydoun,པ་སངས་ཚེ་རིང་།,,,,,,,82
,ལོ་ངོ་བཞི་བཅུའི་བཅོས་བསྒྱུར་སྒོ་འབྱེད་ཁྲོད་ཀྱི་ཧོང་ཀོང་།,BO8069,EN8069,Hong Kong: an awkward partner in China’s 40-year quest to open up,Tony Cheung and Kimmy Chung,པ་སངས་ཚེ་རིང་།,,,,,,,34
,ང་ཚོས་ངེས་པར་དུ་དོ་སྣང་བྱ་དགོས་པའི་རྒྱ་གར་གྱི་སློབ་གསོའི་ལམ་ལུགས་ཁག་ཅིག,BO8070,EN8070,Where Fish Are Made To Climb Trees,Rhea Sethi,སངས་རྒྱས་དཀོན་མཆོག,,,,,,,50
,མི་ལོ་ ༦༠ རྗེས་བོད་མི་ཚོ་རྒྱ་གར་ནས་ཐོན་འགྲོ་དོན་གང་ཡིན་ནམ།,BO8071,EN8071,"After 60 years in India, why are Tibetans leaving?",Kunal Purohit,སྐལ་ལྡན།,,,,,,,32
,རྒྱ་དཀར་ནག་བར་གྱི་འབྲེལ་ལམ་ཛ་དྲག་ཏུ་འགྱུར་བཞིན་པ་དེ་ས་མཚམས་ཀྱི་རྩོད་རྙོག་ཙམ་མ་རེད།,BO8073,EN8073,"From Doklam to ‘Tibet’, China-India ties are bedevilled. But we share more than a disputed border",Shashi Tharoor,པ་སངས་ཚེ་རིང་།,,,,,,,53
,ཤེས་ཡོན་སྐོར་གླེང་སློང་།,BO8074,EN8074,"From Frontline games to stress and time management, read PM Modi’s top 10 advice at ‘Pariksha Pe Charcha’ 2.0",Nilesh Mathur,སྐལ་ལྡན།,,,,,,,28
,རྒྱ་ནག་གི་ཐའེ་ཝན་བཙན་འཛུལ་ལམ་ལྷོང་བྱུང་མི་སྲིད།,BO8075,EN8075,Why a China invasion of Taiwan would fail,BERTIL LINTNER,འཕྲིན་ལས་དབང་འདུས།,,,,,,,29
,རྒྱ་ནག་གི་སྟོང་ལོ་གསར་བའི་དུས་སྟོན་དང་ལོ་རྒྱུས་ཀྱི་རྨ་ཁ་རྙིང་བ།,BO8076,EN8076,C,Cary Huang,ཨ་མདོ་སྐྱབས།,,,,,,,26
,སྲིད་བློན་མུ་དྷི་ལ་རྒྱ་ནག་གི་གནད་དོན་ཐོག་ལམ་སྟོན་བདུན་ཕུལ།,BO8077,EN8077,7 guiding stones for Modi on the China issue; here’s what the policy should be over the next 5 years,Srikanth Kondapalli,པ་སངས་ཚེ་རིང་།,,,,,,,31
,རྒྱ་ནག་ངོས་ནས་གནམ་སྡེ་སྒོ་མོ་ཆེའི་ཡིད་སྐྱོའི་དོན་རྐྱེན་དེར་ངེས་པར་བསམ་གཞིག་བྱེད་དགོས།,BO8078,EN8078,China must come to terms with Tiananmen tragedy,KENT WANG,འཕྲིན་ལས་དབང་འདུས།,,,,,,,173
,ལ་དྭགས་ཀྱི་ཨར་ཡན་མི་རིགས་མཐའ་མ།,BO8079,EN8079,The last Aryans of Ladakh,Dave Stamboulis,ཚེ་རིང་དོན་གྲུབ།,,,,,,,36
,ཉེན་གནས་ལས་ཐར་བའི་སྐྱེས་བུ།,BO8080,EN8080,The Dalai Lama Has Been the Face of Buddhism for 60 Years. China Wants to Change That, Charlie Campbell,སུམ་པ་ཕུན་ཚོགས།,,,,,,,16
,ཀཱ་ཤི་མིར་གྱི་དམིགས་བསལ་གནས་བབ་ཕྱིར་བསྡུ་བྱས།,BO8081,EN8081,Kashmir special status explained: What are Articles 370 and 35A?,aljazeera news,པ་སངས་ཚེ་རིང་།,,,,,,,58
,ཧོང་ཀོང་གི་ངོ་རྒོལ་གནམ་བདེ་སྒོ་མོ་ཆེའི་དོན་རྐྱེན་ལྟར་མཇུག་བསྒྲིལ་སྲིད་དམ།,BO8082,EN8082,Analysis: Will Hong Kong Protests End Like Tiananmen Square Did?,James Gorrie,པ་སངས་ཚེ་རིང་།,,,,,,,91
,ཡུ་རོབ་ཀྱི་ཡེ་ཤུ་བ་ཚོས་ནོར་ནས་སངས་རྒྱས་ཀྱི་རྣམ་ཐར་ལ་འཆད་ཉན་བྱས་པ།,BO8083,EN8083,Christian Europe once celebrated the story of Buddha without even knowing it,Jana Igunma,པ་སངས་ཚེ་རིང་།,,,,,,,51
,ལྷིང་འཇགས་སུ་གནས་པའི་ཝུ་ཧན་གྲོང་ཁྱེར་གྱི་ཉིན་ཐོ།,BO8084,EN8084,Coronavirus Wuhan diary: Living alone in a city gone quiet,Guo Jing,པ་སངས་ཚེ་རིང་། ཀླུ་མགོན།,,,,,,,54
,ཕམ་ཉེས་བྱུང་བའི་བོད་ནང་གི་སྐད་གཉིས་སློབ་གསོ།,BO8085,EN8085,Failings of bilingual education policy in Tibet,Karma Tenzin,ཨ་མདོ་སྐྱབས།,,,,,,,31
,རྒྱ་གར་གྱི་རྒྱ་ནག་གཅིག་གི་སྲིད་བྱུས་དེར་སྐྱོན་ཤོར་ཡོད་པས་ངེས་པར་དུ་བསྐྱར་བཅོས་བྱ་དགོས།,BO8086,EN8086,India’s One-China policy is flawed. It must be reworked | Analysis,Tenzin Tsundue,པ་སངས་ཚེ་རིང་།,,,,,,,18
,ཊར་ཀིས་ཀར་ཌི་ཤིའི་ཤོག་ཁག་ལ་དཔུང་འཇུག་བྱེད་དོན་གང་རེད།,BO8087,EN8087,"Who Are the Kurds, and Why Is Turkey Attacking Them in Syria?",Patrick Kingsley,པ་སངས་ཚེ་རིང་།,,,,,,,26
,འཛམ་གླིང་གིས་ཐའེ་ཝན་དང་བོད་ལ་ངོས་ལེན་བྱ་དགོས།,BO8088,EN8088,World should give recognition to Taiwan and Tibet,N S Venkataraman,སངས་རྒྱས་དཀོན་མཆོག,,,,,,,146
,ཁྱིས་ཏོག་དབྱིབས་ནད་དུག་གི་དྲི་ཚོར་ནུས་མིན་གྱི་ཚོད་ལྟ་འགོ་འཛུགས།,BO8089,EN8089,Coronavirus: Trial begins to see if dogs can 'sniff out' virus,BBC,ཉི་མ་ཚེ་རིང་།,,,,,,,40
,དེ་རིང་ནས་སྨྲ་བརྗོད་རང་དབང་མགོ་ཚུགས་པ་ཡིན།,BO8090,EN8090,The Right to Freedom of Speech Starts Today,,སངས་རྒྱས་དཀོན་མཆོག,,,,,,,69
,ཏོག་དབྱིབས་རིམས་ནད་རྗེས་ཀྱི་འཛམ་གླིང་།,BO8091,EN8091,the world after coronavirus | Free to read,Yuval Noah Harari,པ་སངས་ཚེ་རིང་།,,,,,,,50
,རྒྱ་ནག་གཞུང་གིས་༧གོང་ས་མཆོག་གི་ཡང་སྲིད་ལ་ཐེ་གཏོགས་བྱ་རྒྱུར་ཡིད་གཟབ་བྱེད་དགོས།,BO8092,EN8092,China should be wary of meddling in the Dalai Lama's reincarnation,Ngodup Dongchung,ཡོན་ཏན་རྒྱ་མཚོ།,,,,,,,32
,རྒྱ་ནག་ཕྱི་འབྲེལ་གྱི་འགྱུར་བའི་རང་བཞིན།,BO8093,EN8093,The changing nature of Chinese diplomacy,VIJAY GOKHALE,ཆོས་རྒྱལ་སྐྱབས།,,,,,,,63
,རྒྱ་གར་གྱིས་བོད་དོན་ཐད་འཛིན་པའི་སྲིད་བྱུས་ཕྱིར་ལྡོག་པའི་དུས་ལ་བབ་མེད་དམ།,BO8094,EN8094,India’s Tibet Policy: Time to turn back the clock?,Apa Lhamo,རྐ་སྲས།,,,,,,,99
,བོད་དོན་ཐོག་ནཱེ་རུས་གནང་མ་ཐུབ་པ་དེ་མོ་དཱིས་གནང་ཐུབ།,BO8095,EN8095,"70 yrs on, India’s Tibet dilemma remains. But 4 ways Modi can achieve what Nehru couldn’t",Shehadri Chari,ཉི་མ་ཚེ་རིང་།,,,,,,,41
,ཕུན་ཚོགས་སྟོབས་ལྡན་ཟེར་བ་དེ་སུ་ཡིན་ནམ། ཁོང་གི་ཞེ་འདོད་དངོས་གནས་དེ་ག་རེ་རེད།,BO8096,EN8096,Who is Phunchok Stobdan and what is His Real Agenda?,Kunsang Thokmay,ཨ་མདོ་སྐྱབས།,,,,,,,50
,ཧི་མ་ལ་ཡའི་སྲིད་ཇུས་ཀྱི་ནོར་འཁྲུལ་ཚབས་ཆེན།,BO8097,EN8097,Himalayan Blunder: How Nehru Screwed India at the UN and Strengthened China,Rakesh Krishnan Simha,བླ་གཙུག་འཛིན།,,,,,,,57
,རྒྱ་དཀར་ནག་གི་རྩོད་རྙོག་ལས་ཐོབ་པའི་བསླབ་བྱ་ཆེན་པོ་སྟེ།  ས་བབ་མཐོ་སར་ས་མཚམས་ཀྱིས་གོ་མི་ཆོད།,BO8098,EN8098,The Big Lesson of the India-China Conflict: Borders Don’t Work at High Altitude,Ruth Gamble and Alexander Davis,ཆོས་རྒྱལ་སྐྱབས།,,,,,,,83
,ནམ་ཡང་བརྗེད་ཐབས་བྲལ་བའི་གནམ་བདེ་སྒོ་མོ་ཆེའི་དམར་གསོད་ཆེན་མོ། ,BO8099,EN8099,Today’s China has lost its soul and integrity,Anastasia Lin,རྔ་བཟའ་བདེ་པོ་འཚོ།,,,,,,,36
,ཨ་རིའི་སྲིད་འཛིན་ཁྲོམ་པུ་མཆོག་གིས་མཉམ་འབྲེལ་རྒྱལ་ཚོགས་ཀྱི་རྒྱས་འཛོམས་ལ་སྩལ་པའི་གཏམ་བཤད།,BO8100,EN8100,Remarks by President Trump to the 75th Session of the United Nations General Assembly,Donal Trump,རྨ་མགུར་སངས་རྒྱམ།,,,,,,,65
,འབྱུང་འགྱུར་བོད་ཀྱི་མདུན་ལམ།,BO8101,EN8101,Tibet’s future?,Phintso Thonden (Phundhon),ཞི་བདེའི་ས་བོན།,,,,,,,42
,ཨ་མ་ཨ་བདེ། ཉག་རོང་གི་དཔའ་མོ་ང་ཚོ་དང་ཁ་གྱེས་སོང་།,BO8102,EN8102,Ama Adhe: A warrior from Nyarong,Palden Sonam,བཀྲ་ཤིས་རྣམ་རྒྱལ།,,,,,,,104
,སངས་རྒྱས་ཟས་སུ་ཟ་བ། རང་ལུས་མེར་བསྲེགས་ཀྱི་རྒྱལ་ས་ནས་བཏང་བའི་གནས་ཚུལ།,BO8103,EN8103,Eat the Buddha’ Reports From the ‘World Capital of Self-Immolations, Parul Sehgal,ཆོས་རྒྱལ་སྐྱབས།,,,,,,,50
,དཔེ་དེབ་བསྐྱར་ཞིབ། རྒྱ་ནག་གི་གསར་བརྗེས་བོད་དབང་དུ་བསྡུས་ཚུལ།,BO8104,EN8104,Book Review: How the Revolution Took Tibet,Jeffrey Wasserstrom,ཆོས་རྒྱལ་སྐྱབས།,,,,,,,41
,བོད་མིའི་འོས་བསྡུ། ང་ཚོས་འོས་བསྡུའི་ཆ་ཤས་ལེན་གྱི་མེད་པའི་རྒྱུ་མཚན་ཅི་ཞིག་ཡིན་ནམ།,BO8105,EN8105,Tibetan Elections: Why are we not voting,Tenzin Sangmo&Wangdue Tsering,དཀོན་མཆོག་བསྟན་འཛིན།,,,,,,,30
,རྒྱ་གཞུང་གིས་སྲིད་དབང་མངོན་འདོད་འགྲུབ་ཕྱིར་ཐ་ཤལ་གྱི་བྱ་སྤྱོད་འདི་སྤེལ་བཞིན་འདུག,BO8106,EN8106,"China stoops to a new low, plans this move to achieve its political ambitions",Manish Shukla,སྐལ་ལྡན།,,,,,,,33
,རྒྱ་གར་གྱིས་བོད་ཐོག་འཛིན་པའི་སྲིད་བྱུས་ལ་བསྐྱར་ཞིབ་བྱེད་དགོས་དོན་ཅི།,BO8107,EN8107,"Why India needs to Rethink its Tibet Policy, if there’s one",Cloude Arpi,སྐལ་ལྡན།,,,,,,,47
,ཞི་ཅིན་ཕིན་གྱི་ཆེས་འཇིགས་སྣང་སྐྱེས་སའི་རྨི་ལམ་དེ་འདི་རེད།,BO8108,EN8108,Xi Jinping's worst nightmare is here,Akshay Narang,སངས་རྒྱས་དཀོན་མཆོག,,,,,,,40
,ཨེ་ཤ་ཡ་ཞི་བདེ་རྒྱ་མཚོའི་མ་འོངས་ནི་ཐའེ་ཝན་ཡིན་པ་ལས་རྒྱ་ནག་མིན།,BO8109,EN8109,"Taiwan is the future of the Asia-Pacific, not China",Daniel Twining,སངས་རྒྱས་དཀོན་མཆོག,,,,,,,72
,ཞི་ཡིས་དཔལ་འབྱོར་མགོ་རྙོག་ལས་གཡོལ་ཕྱིར་ས་མཚམས་རྙོག་དྲ་ཇེ་ཆེར་བཏང་།,BO8110,EN8110,Xi Jinping escalates border crisis to divert attention from China's economic woes,Manish Shukla,སྐལ་ལྡན།,,,,,,,24
,ནཱ་ཛི་ཡིས་བོད་ནང་དུ་རྟོག་བཟོ་ཨཱ་རི་ཡན་རིགས་རྒྱུད་འཚོལ་ཐབས་བྱས།,BO8111,EN8111,When Nazis tried to trace Aryan race myth in Tibet,Vaibhav Purandare,ཉི་མ་ཚེ་རིང་།,,,,,,,92
,སྤྱི་ལོ་ ༡༨༣༠ ལོར་བོད་པའི་བླ་མ་ཞིག་གིས་འཛམ་གླིང་གི་ཆགས་དབྱིབས་བྲིས།,BO8112,EN8112,The Tibetan lama who wrote a world geography,University of Cambridge,ཉི་མ་ཚེ་རིང་།,,,,,,,46
,༧གོང་ས་མཆོག་གི་ཕྱག་དེབ་དང་མི་ཚེའི་འགྱུར་ལྡོག,BO8113,EN8113,"How a book on Buddhist approach to happiness taught actor to forgive, and to put herself in others’ shoes",Richard Lord,གཅན་ཟླ་འོད།,,,,,,,45
,ང་ཚོས་ད་དུང་བུད་མེད་མགོ་འཁྲིད་ཚོར་ཡིད་ཆེས་བྱེད་ཀྱི་མེད་པ་གང་རེད། ,BO8114,EN8114,Why do we still distrust women leaders?,Christine Ro,པ་སངས་ཚེ་རིང་།,,,,,,,9
,པེ་ཅིང་ཨོ་ལོམ་པིཀ་ལུས་རྩལ་འགྲན་ཚོགས་ནི་ལོ་རྒྱུས་ཐོག་ཆེས་ཚབས་ཆེ་བའི་སྤྱི་མང་འབྲེལ་ལམ་གྱི་གོད་ཆག་ཅིག་རེད།,BO8115,EN8115,The Beijing Olympics goes down in history as the worst PR disaster ever,Akshay Narang,བློ་བཟང་རྒྱ་མཚོ།,,,,,,,231
,རྒྱ་ནག་གི་སྒང་ལ་༸གོང་ས་མཆོག་ཧ་ཅང་ཁུ་སིམ་པོ་ཡིན་དོན་ཅི།,BO8116,EN8116,Why is the Dalai Lama so quiet on China?,Dhondup T. Rekjong,རྐ་འོད་ཟེར།,,,,,,,60
,རྒྱ་དཀར་ནག་བར་གྱི་རྩོད་རྙོག་དང་སྔར་མེད་ཀྱི་ཚོང་འབྲེལ།,BO8117,EN8117,"Despite border tensions, boycotts and bans, India-China trade grew to record $125 billion in 2021",WION Web Team,བསོད་ནམས་ཕུན་ཚོགས།,,,,,,,56
,བོད་ཀྱི་ཚོང་པ་ཆེན་མོ་ཞིག་ལ་འདྲི་རྩད་མནར་གཅོད་བཏང་བའི་བདེན་དཔང་ཚིག་ཐོ་ཕྱིར་ཐོན།,BO8118,EN8118,Testimony reveals pre-trial torture of Tibetan businessman-philanthropist,International Campaign for Tibet,དཀོན་མཆོག་བསྟན་འཛིན།,,,,,,,22
,སྤྱི་ལོ་ ༡༩༧༡ ལོའི་བཱང་ལ་དེ་ཤི་བཅིངས་གྲོལ་དམག་གི་ཁྲོད་མངོན་པར་མི་གསལ་བའི་བོད་ཀྱི་དཔའ་བོ།,BO8119,EN8119,The Phantoms of Chittagong: The unsung Tibetan heroes of the 1971 Bangladesh liberation war,Claude Arpi,ཉི་མ་ཚེ་རིང་།,,,,,,,52
